move_number,move_san,fen,main_evaluation,main_evaluation_flipped,isolated,isolated_flipped,opposed,opposed_flipped,rank,rank_flipped,file,file_flipped,phalanx,phalanx_flipped,supported,supported_flipped,backward,backward_flipped,doubled,doubled_flipped,connected,connected_flipped,middle_game_evaluation,middle_game_evaluation_flipped,end_game_evaluation,end_game_evaluation_flipped,scale_factor,scale_factor_flipped,phase,phase_flipped,imbalance,imbalance_flipped,bishop_count,bishop_count_flipped,bishop_pair,bishop_pair_flipped,pinned_direction,pinned_direction_flipped,mobility,mobility_flipped,mobility_area,mobility_area_flipped,mobility_bonus,mobility_bonus_flipped,knight_attack,knight_attack_flipped,bishop_xray_attack,bishop_xray_attack_flipped,rook_xray_attack,rook_xray_attack_flipped,queen_attack,queen_attack_flipped,outpost,outpost_flipped,outpost_square,outpost_square_flipped,reachable_outpost,reachable_outpost_flipped,minor_behind_pawn,minor_behind_pawn_flipped,bishop_pawns,bishop_pawns_flipped,rook_on_file,rook_on_file_flipped,trapped_rook,trapped_rook_flipped,weak_queen,weak_queen_flipped,space_area,space_area_flipped,pawn_attack,pawn_attack_flipped,king_attack,king_attack_flipped,attack,attack_flipped,non_pawn_material,non_pawn_material_flipped,safe_pawn,safe_pawn_flipped,threat_safe_pawn,threat_safe_pawn_flipped,weak_enemies,weak_enemies_flipped,minor_threat,minor_threat_flipped,rook_threat,rook_threat_flipped,hanging,hanging_flipped,king_threat,king_threat_flipped,pawn_push_threat,pawn_push_threat_flipped,candidate_passed,candidate_passed_flipped,king_proximity,king_proximity_flipped,passed_block,passed_block_flipped,passed_file,passed_file_flipped,passed_rank,passed_rank_flipped,pawnless_flank,pawnless_flank_flipped,strength_square,strength_square_flipped,storm_square,storm_square_flipped,shelter_strength,shelter_strength_flipped,shelter_storm,shelter_storm_flipped,king_pawn_distance,king_pawn_distance_flipped,check_attack,check_attack_flipped,safe_check,safe_check_flipped,queen_count,queen_count_flipped,king_attackers_count,king_attackers_count_flipped,king_attackers_weight,king_attackers_weight_flipped,king_attacks,king_attacks_flipped,weak_bonus,weak_bonus_flipped,weak_squares,weak_squares_flipped,winnable,winnable_flipped,unsafe_checks,unsafe_checks_flipped,tempo,tempo_flipped,pawn_count,pawn_count_flipped,connected_bonus,connected_bonus_flipped,mobility_mg,mobility_mg_flipped,mobility_eg,mobility_eg_flipped,piece_value_bonus,piece_value_bonus_flipped,psqt_bonus,psqt_bonus_flipped,piece_value_mg,piece_value_mg_flipped,piece_value_eg,piece_value_eg_flipped,psqt_mg,psqt_mg_flipped,psqt_eg,psqt_eg_flipped,king_protector,king_protector_flipped,knight_count,knight_count_flipped,imbalance_total,imbalance_total_flipped,weak_unopposed_pawn,weak_unopposed_pawn_flipped,rook_count,rook_count_flipped,opposite_bishops,opposite_bishops_flipped,king_distance,king_distance_flipped,long_diagonal_bishop,long_diagonal_bishop_flipped,queen_attack_diagonal,queen_attack_diagonal_flipped,pinned,pinned_flipped,king_ring,king_ring_flipped,slider_on_queen,slider_on_queen_flipped,knight_on_queen,knight_on_queen_flipped,outpost_total,outpost_total_flipped,restricted,restricted_flipped,knight_defender,knight_defender_flipped,endgame_shelter,endgame_shelter_flipped,space,space_flipped,weak_lever,weak_lever_flipped,blockers_for_king,blockers_for_king_flipped,rook_on_queen_file,rook_on_queen_file_flipped,winnable_total_mg,winnable_total_mg_flipped,winnable_total_eg,winnable_total_eg_flipped,flank_attack,flank_attack_flipped,flank_defense,flank_defense_flipped,king_danger,king_danger_flipped,king_mg,king_mg_flipped,king_eg,king_eg_flipped,weak_queen_protection,weak_queen_protection_flipped,threats_mg,threats_mg_flipped,threats_eg,threats_eg_flipped,passed_leverable,passed_leverable_flipped,passed_mg,passed_mg_flipped,passed_eg,passed_eg_flipped,piece_count,piece_count_flipped,bishop_xray_pawns,bishop_xray_pawns_flipped,rook_on_king_ring,rook_on_king_ring_flipped,bishop_on_king_ring,bishop_on_king_ring_flipped,queen_infiltration,queen_infiltration_flipped,pieces_mg,pieces_mg_flipped,pieces_eg,pieces_eg_flipped,blocked,blocked_flipped,pawn_attacks_span,pawn_attacks_span_flipped,doubled_isolated,doubled_isolated_flipped,pawns_mg,pawns_mg_flipped,pawns_eg,pawns_eg_flipped,rule50,rule50_flipped
30,f5,rn3rk1/p5pp/8/1p1qNp2/2pPnQ2/4PB2/1P3PPP/R3K2R w KQ - 0 16,118,-118,1,0,4,4,288,288,288,288,3,2,2,1,1,0,0,0,5,3,76,-76,159,-159,64,64,106,106,5488,6059,1,0,0,0,0,0,23,26,46,48,94,76,8,11,6,0,14,10,11,15,1,0,3,4,0,0,0,1,3,0,1,0,1,0,1,1,7,11,11,10,5,5,55,51,6696,6652,6,6,0,0,2,1,2,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,3,0,3,0,0,0,-2232,-2238,2408,2883,145,222,56,68,1,1,0,0,0,0,1,1,2,2,91,81,1,2,0,2,20,22,19,19,0,0,28,-28,6,6,124,107,94,76,234,181,7440,7396,267,235,7440,7396,8447,8386,267,235,85,-20,6,9,1,2,-35,35,0,0,2,2,0,0,254,281,1,0,6,8,0,0,9,9,0,0,0,0,4,0,10,15,0,0,5,5,35,55,0,0,0,0,0,1,0,0,19,-19,14,13,16,18,249,565,38,27,4,24,0,0,130,158,157,176,1,0,-18,0,19,0,12,12,0,0,1,1,0,0,0,0,-28,-88,-60,-82,0,0,39,35,0,0,119,107,-13,33,0,0
31,O-O,rn3rk1/p5pp/8/1p1qNp2/2pPnQ2/4PB2/1P3PPP/R4RK1 b - - 1 16,371,-371,1,0,4,4,288,288,288,288,3,2,2,1,1,0,0,0,5,3,423,-423,308,-308,64,64,106,106,5488,6059,1,0,0,0,0,0,28,26,46,48,104,76,8,11,6,0,19,10,11,15,1,0,3,4,0,0,0,1,3,0,1,0,0,0,1,1,7,11,11,10,5,5,60,51,6696,6652,6,6,0,0,2,0,2,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,3,0,3,0,0,0,-2232,-2238,2408,2883,145,222,56,68,1,1,0,0,0,0,1,1,2,1,91,81,1,1,0,0,22,21,1,1,0,0,-28,28,6,6,124,107,104,76,334,181,7440,7396,413,235,7440,7396,8447,8386,413,235,53,-20,6,9,1,2,-35,35,0,0,2,2,0,0,281,281,1,0,6,8,0,0,9,8,0,0,0,0,4,0,9,13,0,0,5,5,35,55,0,0,0,0,1,1,0,0,1,-1,14,8,16,20,259,0,39,-90,5,-11,0,0,123,139,150,130,1,0,-18,0,19,0,12,12,0,0,1,1,0,0,0,0,33,-88,-36,-82,0,0,39,35,0,0,119,107,-13,33,1,1
32,Nd7,r4rk1/p2n2pp/8/1p1qNp2/2pPnQ2/4PB2/1P3PPP/R4RK1 w - - 2 17,275,-275,1,0,4,4,288,288,288,288,3,2,2,1,1,0,0,0,5,3,291,-291,71,-71,64,64,106,106,5488,6059,1,0,0,0,0,0,28,31,46,48,104,122,8,14,6,0,19,16,11,14,1,0,3,4,0,0,0,1,3,0,1,0,0,0,1,1,7,11,11,10,5,5,60,59,6696,6652,6,6,0,0,3,0,4,2,1,0,0,0,0,0,0,1,1,0,2,0,0,0,3,0,3,0,0,0,-2232,-2238,2408,2883,145,222,56,68,1,1,0,0,0,0,1,1,2,1,91,81,1,1,0,0,24,21,1,1,0,0,28,-28,6,6,124,107,104,122,334,332,7440,7396,413,312,7440,7396,8447,8386,413,312,53,53,6,7,1,2,-35,35,0,0,2,2,0,0,281,281,1,0,6,8,0,0,9,8,0,0,0,0,4,0,10,12,0,1,5,5,35,55,0,0,0,0,1,1,0,0,1,-1,14,9,16,20,113,0,26,-82,-4,-11,1,0,201,189,198,164,1,0,-18,0,19,0,12,12,0,0,1,1,0,0,0,0,33,-72,-36,-64,0,0,39,35,0,0,119,107,-13,33,2,2
33,Nxd7,r4rk1/p2N2pp/8/1p1q1p2/2pPnQ2/4PB2/1P3PPP/R4RK1 b - - 0 17,1132,-1132,1,0,4,4,288,288,288,288,3,2,2,1,1,0,0,0,5,3,1178,-1178,1106,-1106,64,64,97,97,5440,4126,1,0,0,0,0,0,31,27,46,48,134,119,6,8,6,0,19,16,14,15,0,0,3,4,2,0,0,1,3,0,1,0,0,0,1,1,7,11,11,10,5,5,61,54,6696,5871,6,6,0,0,1,1,6,0,1,0,0,1,0,0,0,1,1,0,2,0,0,0,3,0,3,0,0,0,-2232,-2238,2408,2883,145,222,56,68,1,1,1,0,0,0,1,1,2,1,91,81,1,1,0,0,24,23,1,1,1,0,-28,28,6,6,124,107,134,119,371,327,7440,6615,399,327,7440,6615,8447,7532,399,327,26,45,8,4,1,1,82,-82,0,0,2,2,0,0,281,281,1,0,9,8,0,0,9,8,0,0,0,0,1,0,9,11,0,0,5,5,35,44,0,0,0,0,1,1,0,0,1,-1,14,9,16,20,394,0,60,-82,13,-11,0,0,211,194,269,152,1,0,-18,0,19,0,12,11,0,0,1,1,0,0,0,0,-8,-48,-68,-37,0,0,39,35,0,0,119,107,-13,33,0,0
34,Qxd7,r4rk1/p2q2pp/8/1p3p2/2pPnQ2/4PB2/1P3PPP/R4RK1 w - - 0 18,123,-123,1,0,4,4,288,288,288,288,3,2,2,1,1,0,0,0,5,3,145,-145,-14,14,64,64,88,88,3379,4120,1,0,0,0,0,0,27,29,47,48,131,120,0,8,6,0,19,16,14,16,0,0,3,4,0,0,0,1,2,0,1,0,0,0,1,0,7,12,11,10,5,5,55,55,5915,5871,6,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,3,0,3,0,0,0,-2232,-2238,2408,2883,145,222,56,68,1,1,0,0,0,0,1,1,1,1,10,81,0,1,0,0,24,29,1,1,0,0,28,-28,6,6,124,107,131,120,366,352,6659,6615,362,331,6659,6615,7593,7532,362,331,14,17,2,4,0,1,-46,46,0,0,2,2,0,0,281,281,1,0,9,6,0,0,9,8,0,0,0,0,0,0,7,8,0,0,5,5,0,0,0,0,0,0,1,1,0,0,-1,1,12,7,16,20,0,0,7,-98,-11,-11,0,0,106,104,90,95,1,0,-18,0,19,0,11,11,0,0,1,1,0,0,0,0,12,8,-29,-22,0,0,39,35,0,0,119,107,-13,33,0,0
35,Bxe4,r4rk1/p2q2pp/8/1p3p2/2pPBQ2/4P3/1P3PPP/R4RK1 b - - 0 18,1059,-1059,1,0,4,4,288,288,288,288,3,2,2,1,1,0,0,0,5,3,1083,-1083,1094,-1094,64,64,80,80,3331,2063,1,0,0,0,0,0,32,24,47,48,168,107,0,0,10,0,19,16,15,16,0,0,3,4,0,0,0,0,2,0,1,0,0,0,1,0,8,11,11,10,5,5,60,47,5915,5090,6,6,0,1,2,1,5,0,0,0,0,0,0,0,0,0,1,0,2,0,10,0,3,0,3,0,0,0,-2232,-2238,2408,2883,145,222,56,68,1,1,1,0,0,0,1,1,1,0,10,0,0,0,0,0,32,23,1,1,1,0,-28,28,6,6,124,107,168,107,418,341,6659,5834,406,280,6659,5834,7593,6678,406,280,33,-22,3,0,0,0,79,-79,0,0,2,2,0,0,281,281,0,0,9,6,0,0,9,8,1,0,0,0,0,0,8,14,0,0,5,5,0,0,0,0,0,0,1,1,0,0,1,-1,10,4,15,18,167,0,-3,-122,-1,-11,1,1,223,285,225,192,1,0,-8,0,29,0,11,10,2,0,1,1,0,0,0,0,-47,22,-48,11,0,0,39,35,0,0,119,107,-13,33,0,0
36,fxe4,r4rk1/p2q2pp/8/1p6/2pPpQ2/4P3/1P3PPP/R4RK1 w - - 0 19,28,-28,1,1,4,4,288,288,288,288,3,2,2,1,1,1,0,0,5,3,28,-28,-34,34,64,64,70,70,1974,1974,0,0,0,0,0,0,27,28,48,48,117,118,0,0,0,0,19,19,18,18,0,0,3,4,0,0,0,0,0,0,1,1,0,0,0,0,8,13,11,10,5,5,53,52,5090,5090,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,3,0,3,0,0,0,-2495,-2238,2573,2905,137,222,56,64,1,1,2,0,0,0,1,1,1,3,10,54,2,1,0,0,27,28,1,1,0,0,28,-28,6,6,123,107,117,118,378,369,5834,5834,367,274,5834,5834,6678,6678,367,274,16,-15,0,0,0,0,0,0,0,0,2,2,0,0,281,281,0,0,9,8,0,0,9,8,0,4,0,0,0,0,7,11,0,0,5,5,0,0,0,0,0,0,1,1,0,0,-1,1,12,8,15,18,118,103,18,-92,-4,-5,0,0,118,317,85,149,1,0,-18,0,19,0,10,10,0,0,1,0,0,0,0,0,41,25,18,18,0,1,35,31,0,0,118,91,-15,14,0,0
37,Qxe4,r4rk1/p2q2pp/8/1p6/2pPQ3/4P3/1P3PPP/R4RK1 b - - 0 19,269,-269,1,0,3,3,288,288,288,288,3,2,2,1,1,0,0,0,5,3,324,-324,266,-266,64,64,70,70,1796,1536,0,0,0,0,0,0,32,28,49,49,124,118,0,0,0,0,19,19,21,18,0,0,3,4,0,0,0,0,0,0,1,1,0,0,0,0,9,11,11,8,5,5,56,50,5090,5090,6,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,10,0,6,0,5,0,0,0,-2360,-2238,2408,2803,137,222,56,64,1,1,3,0,0,0,1,1,1,2,10,54,1,1,1,0,30,28,-2,-2,0,0,-28,28,6,5,131,107,124,118,398,369,5834,5710,366,263,5834,5710,6678,6472,366,263,27,-10,0,0,0,0,16,-16,0,0,2,2,0,0,281,281,0,0,12,8,0,0,9,8,0,1,0,0,0,0,13,14,0,0,5,5,0,0,0,0,0,0,0,0,0,0,-2,2,12,7,15,16,241,0,29,-102,4,-11,0,0,91,158,91,116,2,0,-24,0,38,0,10,9,0,0,1,0,0,0,0,0,35,19,7,7,0,0,35,35,0,0,126,107,-15,33,0,0
38,Rfe8,r3r1k1/p2q2pp/8/1p6/2pPQ3/4P3/1P3PPP/R4RK1 w - - 1 20,115,-115,1,0,3,3,288,288,288,288,3,2,2,1,1,0,0,0,5,3,55,-55,131,-131,64,64,70,70,1796,1536,0,0,0,0,0,0,32,27,49,49,124,118,0,0,0,0,19,18,21,18,0,0,3,4,0,0,0,0,0,0,1,1,0,0,0,0,9,11,11,8,5,5,56,49,5090,5090,6,5,0,0,2,1,0,0,0,5,0,1,0,0,0,0,2,0,2,0,10,0,6,0,5,0,0,0,-2360,-2238,2408,2803,137,222,56,64,1,1,4,0,0,0,1,1,1,1,10,10,1,0,1,0,30,29,-2,-2,0,0,28,-28,6,5,131,107,124,118,398,364,5834,5710,366,272,5834,5710,6678,6472,366,272,27,-9,0,0,0,0,16,-16,0,0,2,2,0,0,281,281,0,0,12,8,0,0,9,8,0,3,0,0,0,0,11,14,0,0,5,5,0,0,0,0,0,0,0,1,0,0,-2,2,12,6,16,16,237,0,28,-110,3,-11,0,0,77,405,77,229,2,0,-24,0,38,0,10,9,0,0,1,0,0,0,0,0,35,25,7,18,0,0,35,35,0,0,126,107,-15,33,1,1
39,Qf4,r3r1k1/p2q2pp/8/1p6/2pP1Q2/4P3/1P3PPP/R4RK1 b - - 2 20,228,-228,1,0,3,3,288,288,288,288,3,2,2,1,1,0,0,0,5,3,290,-290,228,-228,64,64,70,70,1796,1536,0,0,0,0,0,0,29,27,49,49,119,118,0,0,0,0,19,18,19,18,0,0,3,4,0,0,0,0,0,0,1,1,0,0,0,0,9,11,11,8,5,5,54,49,5090,5090,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6,0,5,0,0,0,-2360,-2238,2408,2803,137,222,56,64,1,1,2,0,0,0,1,1,1,1,10,10,2,0,0,0,28,29,-2,-2,0,0,-28,28,6,5,131,107,119,118,388,364,5834,5710,367,272,5834,5710,6678,6472,367,272,16,-9,0,0,0,0,16,-16,0,0,2,2,0,0,281,281,0,0,9,8,0,0,9,8,0,1,0,0,0,0,9,12,0,0,5,5,0,0,0,0,0,0,1,0,0,0,-2,2,12,6,16,18,116,0,18,-110,-4,-11,0,0,63,144,63,102,2,0,-34,0,28,0,10,9,0,0,1,0,0,0,0,0,41,19,18,7,0,0,35,35,0,0,126,107,-15,33,2,2
40,a5,r3r1k1/3q2pp/8/pp6/2pP1Q2/4P3/1P3PPP/R4RK1 w - - 0 21,227,-227,1,0,3,3,288,288,288,288,3,4,2,1,1,0,0,0,5,5,214,-214,182,-182,64,64,70,70,1796,1536,0,0,0,0,0,0,27,31,49,50,118,147,0,0,0,0,17,20,19,18,0,0,3,5,0,0,0,0,0,0,1,1,0,0,0,0,9,11,11,8,5,5,52,51,5090,5090,6,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,6,0,5,0,0,0,-2196,-2238,2408,2943,137,222,56,64,1,1,2,0,0,0,1,1,1,1,10,10,2,0,0,0,26,31,-2,-2,0,0,28,-28,6,5,131,167,118,147,364,401,5834,5710,367,265,5834,5710,6678,6472,367,265,16,7,0,0,0,0,16,-16,0,0,2,2,0,0,281,281,0,0,9,8,0,0,9,8,0,1,0,0,0,0,10,12,0,0,5,5,0,0,0,0,0,0,1,0,0,0,-2,2,12,6,16,18,0,0,15,-110,-11,-11,0,0,73,144,116,102,2,0,-34,0,28,0,10,9,0,0,1,0,0,0,0,0,41,19,18,7,0,0,33,35,0,0,126,167,-15,48,0,0
41,Rfd1,r3r1k1/3q2pp/8/pp6/2pP1Q2/4P3/1P3PPP/R2R2K1 b - - 1 21,230,-230,1,0,3,3,288,288,288,288,3,4,2,1,1,0,0,0,5,5,288,-288,229,-229,64,64,70,70,1796,1536,0,0,0,0,0,0,29,31,49,50,138,147,0,0,0,0,19,20,19,18,0,0,3,5,0,0,0,0,0,0,1,1,0,0,0,1,9,11,11,8,5,5,54,51,5090,5090,6,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,10,0,6,0,5,0,0,0,-2196,-2238,2408,2943,137,222,56,64,1,1,2,0,0,0,1,1,1,1,10,10,2,0,0,0,27,30,-2,-2,0,0,-28,28,6,5,131,167,138,147,386,401,5834,5710,376,265,5834,5710,6678,6472,376,265,17,7,0,0,0,0,16,-16,0,0,2,2,0,0,281,281,0,0,9,8,0,0,9,8,0,1,0,0,0,0,10,13,0,0,5,5,0,0,0,0,0,0,1,0,0,0,-2,2,12,6,16,18,106,0,17,-110,-5,-11,0,0,73,151,116,109,2,0,-24,0,38,0,10,9,0,0,0,0,0,0,0,0,25,-37,18,-8,0,0,33,35,0,0,126,167,-15,48,1,1
42,Rf8,r4rk1/3q2pp/8/pp6/2pP1Q2/4P3/1P3PPP/R2R2K1 w - - 2 22,152,-152,1,0,3,3,288,288,288,288,3,4,2,1,1,0,0,0,5,5,103,-103,160,-160,64,64,70,70,1796,1536,0,0,0,0,0,0,29,32,49,50,138,147,0,0,0,0,19,21,19,18,0,0,3,5,0,0,0,0,0,0,1,1,0,0,0,1,9,11,11,8,5,5,54,52,5090,5090,6,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,10,0,6,0,5,0,0,0,-2196,-2238,2408,2943,137,222,56,64,1,1,2,0,0,0,1,1,1,2,10,54,2,1,0,0,26,29,-2,-2,0,0,28,-28,6,5,131,167,138,147,386,406,5834,5710,376,256,5834,5710,6678,6472,376,256,17,6,0,0,0,0,16,-16,0,0,2,2,0,0,281,281,0,0,9,8,0,0,9,8,0,4,0,0,0,0,9,12,0,0,5,5,0,0,0,0,0,0,1,1,0,0,-2,2,12,7,15,18,110,0,17,-102,-5,-11,0,0,66,324,109,156,2,0,-24,0,38,0,10,9,0,0,0,0,0,0,0,0,25,-31,18,3,0,0,33,35,0,0,126,167,-15,48,2,2
43,Qg3,r4rk1/3q2pp/8/pp6/2pP4/4P1Q1/1P3PPP/R2R2K1 b - - 3 22,243,-243,1,0,3,3,288,288,288,288,3,4,2,1,1,0,0,0,5,5,342,-342,203,-203,64,64,70,70,1796,1536,0,0,0,0,0,3,26,32,49,50,136,147,0,0,0,0,19,21,16,18,0,0,3,5,0,0,0,0,0,0,1,1,0,0,0,1,9,11,11,8,5,5,51,52,5090,5090,6,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,10,0,6,0,5,0,0,0,-2196,-2238,2408,2943,137,222,56,64,1,1,1,0,0,0,1,1,1,2,10,54,1,1,0,0,25,29,-2,-2,0,0,-28,28,6,5,131,167,136,147,355,406,5834,5710,373,256,5834,5710,6678,6472,373,256,-14,6,0,0,0,0,16,-16,0,0,2,2,0,0,281,281,0,0,8,8,0,1,9,8,0,0,0,0,0,0,9,9,0,0,5,5,0,0,0,0,1,0,1,0,0,0,-2,2,9,7,15,16,113,0,-6,-102,-4,-11,0,0,66,63,109,63,2,0,-24,0,38,0,10,9,0,0,0,0,0,0,0,0,25,-37,18,-8,0,0,33,35,0,0,126,167,-15,48,3,3
44,Qd5,r4rk1/6pp/8/pp1q4/2pP4/4P1Q1/1P3PPP/R2R2K1 w - - 4 23,270,-270,1,0,3,3,288,288,288,288,3,4,2,1,1,0,0,0,5,5,326,-326,168,-168,64,64,70,70,1796,1536,0,0,0,0,0,3,25,32,48,50,127,147,0,0,0,0,19,21,16,20,0,0,3,5,0,0,0,0,0,0,1,1,0,0,0,1,9,11,11,8,5,5,51,54,5090,5090,6,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,6,0,5,0,0,0,-2196,-2238,2408,2943,137,222,56,64,1,1,1,1,0,0,1,1,1,2,10,54,1,2,1,0,26,29,-2,-2,0,0,28,-28,6,5,131,167,127,147,337,406,5834,5710,373,252,5834,5710,6678,6472,373,252,-14,34,0,0,0,0,16,-16,0,0,2,2,0,0,281,281,0,0,8,10,0,1,9,8,0,0,0,0,0,0,11,8,0,0,5,5,0,0,0,0,1,0,1,0,0,0,-2,2,9,11,17,16,281,166,10,-64,6,-1,0,0,80,56,123,56,2,0,-34,0,28,0,10,9,0,0,0,0,0,0,0,0,25,-37,18,-8,0,0,33,35,0,0,126,167,-15,48,4,4
45,f3,r4rk1/6pp/8/pp1q4/2pP4/4PPQ1/1P4PP/R2R2K1 b - - 0 23,279,-279,1,0,3,3,288,288,288,288,4,4,2,1,1,0,0,0,5,5,361,-361,244,-244,64,64,70,70,1796,1536,0,0,0,0,0,3,26,29,48,49,127,146,0,0,0,0,19,20,16,19,0,0,4,5,0,0,0,0,0,0,1,1,0,0,0,1,10,11,11,8,5,5,51,52,5090,5090,6,5,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0,6,0,5,0,0,0,-2196,-2522,2248,2943,137,170,48,64,1,1,1,0,0,0,1,1,1,2,10,54,1,0,1,0,27,28,-2,-2,0,0,-28,28,6,5,142,167,127,146,358,395,5834,5710,376,252,5834,5710,6678,6472,376,252,-18,34,0,0,0,0,16,-16,0,0,2,2,0,0,281,281,0,0,9,9,0,1,9,9,0,0,0,0,0,0,10,8,0,0,5,5,0,0,0,0,1,0,1,0,0,0,-2,2,11,9,17,16,291,0,19,-34,7,-11,0,0,121,56,155,56,2,0,-34,0,28,0,10,9,0,0,0,0,0,0,0,0,25,-37,18,-8,0,0,33,34,0,0,137,167,-10,48,0,0
46,c3,r4rk1/6pp/8/pp1q4/3P4/2p1PPQ1/1P4PP/R2R2K1 w - - 0 24,53,-53,1,0,3,3,288,288,288,288,4,4,2,0,0,0,0,0,5,4,131,-131,-101,101,64,64,70,70,1796,1536,0,0,0,0,0,3,26,31,49,49,127,147,0,0,0,0,19,20,16,21,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,1,10,11,11,8,5,5,51,54,5090,5090,5,4,0,0,3,1,0,0,1,0,1,1,0,0,1,1,2,1,2,48,0,108,6,2,5,5,0,0,-3036,-3146,2248,4391,137,170,48,64,1,1,1,0,0,0,1,1,1,2,10,54,1,0,1,0,27,29,7,7,0,0,28,-28,6,5,142,88,127,147,358,401,5834,5710,376,258,5834,5710,6678,6472,376,258,-18,51,0,0,0,0,16,-16,0,0,2,2,0,0,281,281,0,0,9,11,0,1,9,9,0,0,0,0,0,0,11,9,0,0,5,5,0,0,0,0,1,0,1,0,0,0,-7,7,11,9,17,16,290,0,19,-34,7,-11,0,0,197,180,198,138,2,1,-34,254,28,317,10,9,0,0,0,0,0,0,0,0,25,-37,18,-8,0,0,32,40,0,0,137,88,-10,9,0,0
47,bxc3,r4rk1/6pp/8/pp1q4/3P4/2P1PPQ1/6PP/R2R2K1 b - - 0 24,432,-432,0,0,2,2,288,288,288,288,4,4,3,0,1,0,0,0,5,4,539,-539,365,-365,64,64,70,70,1618,1174,0,0,0,0,0,3,27,31,50,50,136,147,0,0,0,0,19,20,16,21,0,0,4,2,0,0,0,0,0,0,1,1,0,0,0,1,12,10,11,6,5,5,51,52,5090,5090,6,4,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,2,2,32,0,20,6,1,5,6,0,0,-3036,-2750,2410,2303,137,170,48,64,1,1,1,0,0,0,1,1,1,2,10,54,1,0,1,0,27,27,4,4,0,0,-28,28,6,4,163,100,136,147,376,401,5834,5586,384,265,5834,5586,6678,6266,384,265,-22,30,0,0,0,0,27,-27,1,0,2,2,0,0,281,281,0,0,9,11,0,1,9,9,0,0,0,0,0,0,11,8,0,0,5,5,0,0,0,0,1,0,1,0,0,0,4,-4,11,9,17,16,299,0,20,-34,7,-11,0,0,128,56,162,56,2,2,-34,39,28,126,10,8,0,0,0,0,0,0,0,0,25,-37,18,-8,0,0,30,33,0,0,141,100,-41,12,0,0
48,a4,r4rk1/6pp/8/1p1q4/p2P4/2P1PPQ1/6PP/R2R2K1 w - - 0 25,410,-410,0,0,2,2,288,288,288,288,4,2,3,1,1,1,0,0,5,3,466,-466,281,-281,64,64,70,70,1618,1174,0,0,0,0,0,3,26,32,50,50,127,147,0,0,0,0,18,21,16,21,0,0,5,3,0,0,0,0,0,0,1,1,0,0,0,1,12,10,11,6,5,5,50,53,5090,5090,6,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,2,56,0,35,6,0,5,4,0,0,-3098,-2750,2410,2749,137,170,48,64,1,1,1,0,0,0,1,1,1,2,10,54,1,0,1,0,28,28,-5,-5,0,0,28,-28,6,4,163,107,127,147,363,406,5834,5586,384,282,5834,5586,6678,6266,384,282,-22,34,0,0,0,0,27,-27,1,1,2,2,0,0,281,281,0,0,9,11,0,1,9,9,0,0,0,0,0,0,10,7,0,0,5,5,0,0,0,0,1,0,1,0,0,0,-5,5,11,9,17,16,290,0,19,-34,7,-11,0,0,118,49,109,49,2,1,-34,97,28,163,10,8,0,0,0,0,0,0,0,0,25,-37,18,-8,0,0,23,33,0,0,141,85,-41,-18,0,0
49,e4,r4rk1/6pp/8/1p1q4/p2PP3/2P2PQ1/6PP/R2R2K1 b - - 0 25,524,-524,0,0,2,2,288,288,288,288,4,2,3,1,1,1,0,0,5,3,693,-693,382,-382,64,64,70,70,1618,1174,0,0,0,0,0,3,26,31,51,50,127,147,0,0,0,0,18,21,16,20,0,0,6,3,0,0,0,0,0,0,1,1,0,0,0,1,13,8,11,6,5,5,50,52,5090,5090,6,4,1,0,2,0,0,0,0,0,1,0,0,0,0,0,2,1,4,56,10,35,6,0,6,4,0,0,-3098,-2996,2800,2749,137,170,48,64,1,1,1,1,0,0,1,1,1,1,10,44,1,0,1,0,29,28,-5,-5,0,0,-28,28,6,4,179,107,127,147,363,404,5834,5586,392,282,5834,5586,6678,6266,392,282,-39,34,0,0,0,0,27,-27,1,1,2,2,0,0,281,281,0,0,9,10,0,1,9,9,0,0,0,0,0,0,10,8,0,0,5,5,0,0,0,0,1,0,1,0,0,0,-5,5,11,8,17,17,290,0,19,-42,7,-11,0,0,312,56,200,56,2,1,-26,97,48,163,10,8,0,0,0,0,0,0,0,0,25,-37,18,-8,0,0,23,33,0,0,157,85,-29,-18,0,0
